X,Y,OBJECTID,ACCPRKID,STREET_NAME,FROM_STR,TO_STR,NUMSPOTS,DURATION,QUALIFIER,STATUS,COMMENTS,DIRECTION,ADJSURFMAT,OBSTRUCT,LOC_HILL,ADDDATE,MODDATE,SDATE,SOURCE,SACC,WINT_PLOW,WINT_MAINT,WINT_ROUTE,WINT_LOS,WINT_MAT,WINT_COMM,WINT_ADDBY,WINT_ADDDATE,WINT_MODBY,WINT_MODDATE
-63.58615283,44.67238863,74657,AP52,HESTER ST,JAMIESON ST,HENRY ST,1,NTR,,INS,,SE,CONCRETE,N,Y,2019/10/16 17:59:49+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM2,R2,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.57498079,44.64758319,74658,AP74,ARGYLE ST,CARMICHAEL ST,PRINCE ST,1,HR3,,INS,,S,CONCRETE,Y,N,2019/10/16 20:44:53+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R1,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 2,,,,
-63.58429251,44.64996016,74659,AP81,BAUER ST,COGSWELL ST,FALKLAND ST,1,NTR,,INS,,NE,CONGRAS,N,N,2019/10/16 21:15:12+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R6,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.57221883,44.64373027,74660,AP79,BARRINGTON ST,BISHOP ST,SPRING GARDEN RD,3,,1,INS,,N,CONCRETE,Y,N,2019/10/16 21:04:30+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R2,PRI2,,ACCESSIBLE PARKING - SPOT(S) = 5,,,,
-63.56735017,44.66801135,74661,AP50,DUNDAS ST,OCHTERLONEY ST,NORTH ST,2,NTR,1,INS,,W,CONCRETE,N,Y,2019/10/16 17:30:31+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM2,R1,PRI2,,ACCESSIBLE PARKING - SPOT(S) = 2,,,,
-63.55894015,44.66933968,74662,AP48,HAWTHORNE ST,PORTLAND ST,ERSKINE ST,2,NTR,,INS,,N,CONCRETE,N,N,2019/10/16 17:08:12+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ8,,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 2,,,,
-63.57453589,44.64650918,74663,AP76,ARGYLE ST,PRINCE ST,SACKVILLE ST,1,HR3,,INS,,S,CONCRETE,N,N,2019/10/16 20:44:53+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R5,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 1,,,,
-63.54255517,44.6662893,74664,AP69,REGENCY DR,GASTON RD,END,2,NTR,,INS,,SE,GRASS,Y,N,2019/10/16 19:32:01+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ8,,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 2,,,,
-63.5685892,44.66514284,74665,AP56,QUEEN ST,ALDERNEY DR,EDWARD ST,1,HR2,,INS,,NE,CONCRETE,N,Y,2019/10/16 19:20:23+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM2,R1,PRI2,,ACCESSIBLE PARKING - HR2 - SPOT(S) = 1,,,,
-63.57564309,44.66906758,74666,AP51,WYSE RD,THISTLE ST,NANTUCKET AVE,1,NTR,,INS,,NW,CONCRETE,N,N,2019/10/16 17:36:25+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM2,R2,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.56620715,44.66605376,74667,AP60,PORTLAND ST,KING ST,WENTWORTH ST,2,HR3,,INS,,SW,CONCRETE,N,N,2019/10/16 19:20:23+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM2,R1,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 2,,,,
-63.58835366,44.67299076,74668,AP70,ELMWOOD AVE,WINDMILL RD,HESTER ST,1,NTR,,INS,,NE,CONCRETE,Y,N,2019/10/16 19:57:40+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM2,R2,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.56696554,44.66666006,74669,AP58,QUEEN ST,KING ST,WENTWORTH ST,1,NTR,,INS,,SW,CONCRETE,N,Y,2019/10/16 19:20:23+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM2,R1,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.57442462,44.64805734,74670,AP77,BARRINGTON ST,PRINCE ST,GEORGE ST,2,HR3,,INS,,N,CONCRETE,N,N,2019/10/16 20:57:46+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R1,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 2,,,,
-63.56487778,44.66654749,74671,AP53,DUNDAS ST,GREEN ST,PORTLAND ST,1,NTR,,INS,,SE,CONCRETE,N,Y,2019/10/16 19:07:55+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM2,R1,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.57279058,44.644871,74672,AP80,BARRINGTON ST,SALTER ST,BLOWERS ST,1,HR2,,INS,,N,CONCRETE,N,N,2019/10/16 21:04:30+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R2,PRI2,,ACCESSIBLE PARKING - HR2 - SPOT(S) = 1,,,,
-63.54327057,44.6666796,74673,AP68,GASTON RD,PORTLAND ST,REGENCY DR,2,,6,INS,,E,CONCRETE,Y,N,2019/10/16 19:32:01+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ8,,PRI2,,,,,,
-63.60909062,44.64864092,74674,AP17,BERLIN ST,CONNAUGHT AVE,SWAINE ST,1,NTR,,INS,,NE,CONCRETE,N,Y,2019/10/08 19:29:39+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RA,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.59647666,44.65146952,74675,AP15,CHARLES ST,WINDSOR ST,GLADSTONE ST,2,NTR,,INS,,SW,GRASS,Y,N,2019/10/08 19:07:34+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 2,,,,
-63.60590012,44.65141507,74676,AP18,OXFORD ST,ALMON ST,BERLIN ST,2,,3,INS,,SE,GRASS,Y,N,2019/10/08 19:33:19+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RA,PRI2,,ACCESSIBLE PARKING - SPOT(S) = 2,,,,
-63.60059651,44.65286391,74677,AP16,SUMMIT ST,WINDSOR ST,DUBLIN ST,2,NTR,,INS,,SW,GRASS,N,N,2019/10/08 19:24:37+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RA,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 2,,,,
-63.57497094,44.63628849,74678,AP127,VICTORIA RD,LUCKNOW ST,QUEEN ST,1,NTR,,INS,,E,GRASS,N,N,2019/10/18 16:58:20+00,2020/11/26 02:17:55+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ5,,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.57427814,44.64452177,74679,AP110,GRAFTON ST,BLOWERS ST,SPRING GARDEN RD,1,HR3,,INS,,S,CONCRETE,Y,N,2019/10/18 16:17:24+00,2020/11/26 02:17:58+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R2,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 1,,,,
-63.57188921,44.64164256,74680,AP138,MORRIS ST,BARRINGTON ST,CHURCH ST,1,HR3,,INS,,W,CONCRETE,N,Y,2019/10/18 16:58:20+00,2020/11/26 02:17:58+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R2,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 1,,,,
-63.58034992,44.6419417,74681,AP90,CATHEDRAL LANE,SPRING GARDEN RD,COLLEGE ST,1,HR1,,INS,,S,GRAVEL,Y,N,2019/10/17 18:50:56+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R4,PRI2,,ACCESSIBLE PARKING - HR1 - SPOT(S) = 1,,,,
-63.58698008,44.64920672,74682,AP95,COGSWELL ST,NORTH PARK ST,ROBIE ST,4,HR2,,INS,,W,GRASS,Y,N,2019/10/17 20:17:50+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R3,PRI2,,ACCESSIBLE PARKING - HR2 - SPOT(S) = 4,,,,
-63.58595704,44.6406954,74683,AP204,SPRING GARDEN RD,CARLTON ST,ROBIE ST,1,HR2,,INS,,W,GRASS,Y,N,2019/10/18 16:58:20+00,2020/11/26 02:17:58+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R4,PRI2,,ACCESSIBLE PARKING - HR2 - SPOT(S) = 1,,,,
-63.5859804,44.63792492,74685,AP206,UNIVERSITY AVE,ROBIE ST,EDWARD ST,3,HR3,,INS,,E,GRASS,Y,N,2019/10/18 16:58:20+00,2020/11/26 02:17:55+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ5,,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 3,,,,
-63.57542067,44.6423756,74686,AP132,QUEEN ST,SPRING GARDEN RD,CLYDE ST,3,HR3,,INS,,N,CONCRETE,N,Y,2019/10/18 16:58:20+00,2021/03/26 15:59:21+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R2,PRI2,,ACCESSIBLE PARKING - HR1 - SPOT(S) = 1,,,,
-63.58708941,44.65673828,74687,AP87,BRUNSWICK ST,UNIACKE ST,ARTZ ST,1,NTR,,INS,,N,CONCRETE,N,N,2019/10/17 16:37:05+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.58761891,44.6373426,74688,AP200,HENRY ST,SOUTH ST,UNIVERSITY AVE,3,HR3,,INS,,N,GRASS,Y,N,2019/10/18 16:58:20+00,2020/11/26 02:17:55+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ5,,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 3,,,,
-63.57393594,44.63795429,74689,AP104,FENWICK ST,QUEEN ST,LUCKNOW ST,2,HR3,,INS,,W,GRASS,N,Y,2019/10/18 15:56:48+00,2020/11/26 02:17:55+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ5,,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 2,,,,
-63.6008686,44.6552238,74690,AP14,GLADSTONE ST,ALMON ST,NORTH ST,2,HR3,,INS,,SE,GRASS,N,Y,2019/10/05 18:15:46+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 2,,,,
-63.59753216,44.65311243,74691,AP13,GLADSTONE ST,ALMON ST,NORTH ST,2,HR3,,INS,,SE,CONCRETE,N,N,2019/10/05 18:10:56+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 2,,,,
-63.60057369,44.65595046,74692,AP12,ALMON ST,ROBIE ST,GLADSTONE ST,1,HR3,,INS,,W,GRASS,Y,N,2019/10/05 18:01:23+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 1,,,,
-63.60065523,44.65574751,74693,AP11,ALMON ST,GLADSTONE ST,ROBIE ST,2,HR3,,INS,,E,CONCRETE,N,N,2019/10/05 18:00:49+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 2,,,,
-63.58670143,44.63760801,74694,AP103,EDWARD ST,SOUTH ST,UNIVERSITY AVE,1,HR3,,INS,,N,GRASS,Y,Y,2019/10/18 15:53:36+00,2020/11/26 02:17:55+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ5,,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 1,,,,
-63.57153916,44.64672918,74695,AP156,SACKVILLE ST,HOLLIS ST,BEDFORD ROW,1,NTR,,INS,,E,CONCRETE,N,Y,2019/10/18 16:58:20+00,2020/11/26 02:17:58+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R2,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.58785216,44.6396864,74696,AP102,EDWARD ST,COBURG RD,UNIVERSITY AVE,1,HR1,,INS,,N,GRASS,Y,N,2019/10/18 15:33:34+00,2020/11/26 02:17:55+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ5,,PRI2,,ACCESSIBLE PARKING - HR1 - SPOT(S) = 1,,,,
-63.59050801,44.65485373,74697,AP159,MAYNARD ST ,ROBERTS ST,CHARLES ST,2,NTR,,INS,,N,CONCRETE,N,N,2019/10/18 16:58:20+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 2,,,,
-63.58536129,44.64128365,74698,AP88,CARLTON ST,SPRING GARDEN RD,,1,HR3,,INS,,N,CONCRETE,N,N,2019/10/17 16:43:49+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R4,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 1,,,,
-63.56893589,44.64022056,74700,AP141,HOLLIS ST,BARRINGTON ST,TERMINAL RD,2,HR3,,INS,,N,CONGRAS,N,N,2019/10/18 16:58:20+00,2020/11/26 02:17:58+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R2,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 2,,,,
-63.59088859,44.63855025,74703,AP119,LEMARCHANT ST,COBURG RD,UNIVERSITY AVE,2,HR3,,INS,,S,GRASS,N,Y,2019/10/18 16:58:20+00,2020/11/26 02:17:55+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ5,,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 2,,,,
-63.58068699,44.64209658,74704,AP134,SPRING GARDEN RD,SOUTH PARK ST,SUMMER ST,1,HR3,,INS,,SW,CONCRETE,Y,N,2019/10/18 16:58:20+00,2020/11/26 02:17:58+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R4,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 1,,,,
-63.57474661,44.64574638,74705,AP111,GRAFTON ST,SACKVILLE ST,BLOWERS ST,1,MIN30,,INS,,N,CONCRETE,N,N,2019/10/18 16:18:54+00,2020/11/26 02:17:58+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R2,PRI2,,ACCESSIBLE PARKING - MIN30 - SPOT(S) = 1,,,,
-63.59525401,44.64978401,74706,AP36,DUNCAN ST,CHEBUCTO LANE,WINDSOR ST,2,HR3,,INS,,E,GRASS,Y,N,2019/10/09 20:30:06+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RA,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 2,,,,
-63.59585555,44.65945576,74707,AP25,ALMON ST,ISLEVILLE ST,GOTTINGEN ST,2,NTR,,INS,,NE,GRASS,Y,N,2019/10/09 17:47:00+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 2,,,,
-63.59212252,44.64830701,74708,AP44,PARKER ST,WINDSOR ST,WELSFORD ST,4,,,INS,,N,GRASS,Y,N,2019/10/10 21:04:14+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - SPOT(S) = 4,,,,
-63.60687055,44.66540883,74709,AP32,SEBASTIAN ST,AGRICOLA ST,ISLEVILLE ST,5,,1,INS,,NE,GRASS,Y,N,2019/10/09 19:22:58+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - SPOT(S) = 5,,,,
-63.60083524,44.64700792,74710,AP37,ALLAN ST,HARVARD ST,OXFORD ST,1,NTR,,INS,,SW,GRASS,Y,N,2019/10/10 17:24:35+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RA,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.59268062,44.65729288,74711,AP20,NORTHWOOD TERR,BLACK ST,NORTH ST,5,HR3,,INS,,SE,CONCRETE,N,N,2019/10/09 17:19:27+00,2021/04/01 20:12:49+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 3,,,,
-63.60309387,44.65405627,74712,AP35,ALMON ST,WINDSOR ST,DUBLIN ST,3,HR3,,INS,,SW,CONCRETE,Y,N,2019/10/09 20:25:37+00,2021/05/28 20:52:14+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RA,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 4,,,,
-63.59577656,44.66476175,74713,AP29,VEITH ST,YOUNG ST,HANOVER ST,1,NTR,,INS,,NW,CONCRETE,N,N,2019/10/09 19:01:05+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.60065225,44.64286454,74714,AP40,CAMBRIDGE ST,PEPPERELL ST,NORWOOD ST,1,NTR,,INS,,S,GRASS,Y,N,2019/10/10 17:46:26+00,2020/11/26 02:17:55+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ5,,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.59579433,44.63542903,74715,AP46,OXFORD ST,COBURG RD,SOUTH ST,1,NTR,,INS,,S,GRASS,Y,Y,2019/10/10 21:14:56+00,2020/11/26 02:17:55+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ5,,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.59946696,44.66165165,74716,AP27,KAYE ST,ISLEVILLE ST,GOTTINGEN ST,1,HR3,,INS,,NE,CONCRETE,Y,N,2019/10/09 17:58:37+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 1,,,,
-63.59135622,44.6563921,74717,AP21,CREIGHTON ST,NORTH ST,CHARLES ST,1,NTR,,INS,,SE,GRASS,Y,N,2019/10/09 17:23:40+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.5980491,44.66175119,74718,AP26,SULLIVAN ST,ISLEVILLE ST,GOTTINGEN ST,1,NTR,,INS,,NE,GRASS,Y,N,2019/10/09 17:55:24+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.60174871,44.64517527,74719,AP38,KLINE ST,OAK ST,QUINPOOL RD,1,NTR,,INS,,S,GRASS,Y,N,2019/10/10 17:34:15+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RA,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.58750346,44.65431656,74720,AP22,BUDDY DAYE ST,CREIGHTON ST,GOTTINGEN ST,2,HR3,,INS,,NE,CONCRETE,N,Y,2019/10/09 17:30:01+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R6,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 2,,,,
-63.58422673,44.6514198,74721,AP23,CREIGHTON ST,CORNWALLIS ST,FALKLAND ST,1,NTR,,INS,,SE,CONGRAS,N,Y,2019/10/09 17:32:59+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R6,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.61177192,44.66812087,74722,AP30,HIGHLAND AVE,NORMANDY DR,LEEDS ST,2,NTR,,INS,,NW,CONCRETE,Y,N,2019/10/09 19:06:02+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 2,,,,
-63.60176744,44.66197319,74723,AP33,KANE ST,AGRICOLA ST,ISLEVILLE ST,1,NTR,,INS,,NE,GRASS,Y,N,2019/10/09 19:32:31+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.61321476,44.66663194,74724,AP31,NORMANDY DR,HIGH ST,ROBIE ST,2,NTR,,INS,,NE,CONCRETE,N,N,2019/10/09 19:11:06+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 2,,,,
-63.59656179,44.63720671,74725,AP47,OXFORD ST,COBURG RD,SOUTH ST,3,NTR,,INS,,S,GRASS,N,N,2019/10/10 21:23:17+00,2020/11/26 02:17:55+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ5,,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 3,,,,
-63.59363936,44.6473517,74726,AP43,QUINGATE PL,QUINPOOL RD,,1,NTR,,INS,,N,CONCRETE,N,N,2019/10/10 18:21:53+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RA,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.59862491,44.66194861,74727,AP28,KAYE ST,ISLEVILLE ST,GOTTINGEN ST,1,HR1,,INS,,NE,CONCRETE,N,N,2019/10/09 17:59:07+00,2020/11/26 02:17:53+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ6,RB,PRI2,,ACCESSIBLE PARKING - HR1 - SPOT(S) = 1,,,,
-63.56621447,44.66745548,74728,AP54,DUNDAS ST,OCHTERLONEY ST,QUEEN ST,1,HR2,,INS,,E,CONCRETE,N,Y,2019/10/16 19:07:55+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM2,R1,PRI2,,ACCESSIBLE PARKING - HR2 - SPOT(S) = 1,,,,
-63.57092748,44.64091225,74729,AP78,BARRINGTON ST,MORRIS ST,HARVEY ST,1,HR2,,INS,,S,CONCRETE,N,N,2019/10/16 21:04:30+00,2020/11/26 02:17:55+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,SWZ5,,PRI2,,ACCESSIBLE PARKING - HR2 - SPOT(S) = 1,,,,
-63.57690951,44.64292433,74730,AP83,BIRMINGHAM ST,SPRING GARDEN RD,CLYDE ST,1,HR2,,INS,,S,CONCRETE,Y,N,2019/10/16 21:33:54+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R4,PRI2,,ACCESSIBLE PARKING - HR2 - SPOT(S) = 1,,,,
-63.56937322,44.66617161,74731,AP66,EDWARD ST,OCHTERLONEY ST,NORTH ST,1,HR2,,INS,,NW,GRASS,N,Y,2019/10/16 19:20:23+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM2,R1,PRI2,,ACCESSIBLE PARKING - HR2 - SPOT(S) = 1,,,,
-63.5697191,44.66677849,74732,AP62,NORTH ST,KING ST,EDWARD ST,1,NTR,,INS,,NE,GRASS,N,N,2019/10/16 19:20:23+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM2,R1,PRI2,,ACCESSIBLE PARKING - NTR - SPOT(S) = 1,,,,
-63.56536728,44.66666207,74733,AP59,PORTLAND ST,WENTWORTH ST,DUNDAS ST,1,HR2,,INS,,NE,CONCRETE,N,Y,2019/10/16 19:20:23+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM2,R1,PRI2,,ACCESSIBLE PARKING - HR2 - SPOT(S) = 1,,,,
-63.57402794,44.64572322,74734,AP75,ARGYLE ST,SACKVILLE ST,BLOWERS ST,1,HR3,,INS,,S,CONCRETE,N,N,2019/10/16 20:44:53+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R5,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 1,,,,
-63.57560195,44.64881686,74735,AP72,ARGYLE ST,DUKE ST,CARMICHAEL ST,1,HR2,,INS,,S,CONCRETE,N,N,2019/10/16 20:44:53+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R1,PRI2,,ACCESSIBLE PARKING - HR2 - SPOT(S) = 1,,,,
-63.56720973,44.66481989,74736,AP65,PRINCE ST,PORTLAND ST,ALDERNEY DR,1,HR2,,INS,,NW,CONCRETE,N,N,2019/10/16 19:20:23+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM2,R1,PRI2,,ACCESSIBLE PARKING - HR2 - SPOT(S) = 1,,,,
-63.56650046,44.66859775,74737,AP64,VICTORIA RD,OCHTERLONEY ST,PARK AVE,1,HR2,,INS,,NW,CONCRETE,N,Y,2019/10/16 19:20:23+00,2020/11/26 02:17:56+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM2,R1,PRI2,,ACCESSIBLE PARKING - HR2 - SPOT(S) = 1,,,,
-63.58427007,44.64327954,74739,AP205,SUMMER ST,SPRING GARDEN RD,SACKVILLE ST,2,HR3,,INS,,N,GRASS,N,N,2019/10/18 16:58:20+00,2020/11/26 02:17:58+00,2019/09/30 03:00:00+00,Traffic Services,IN,Y,HRM1,R4,PRI2,,ACCESSIBLE PARKING - HR3 - SPOT(S) = 2,,,,
